,open,high,low,close
2021-03-17 01:59:59.999,1793.99,1819.5,1711.68,1805.12
2021-03-18 01:59:59.999,1805.01,1838.88,1741.18,1823.58
2021-03-19 01:59:59.999,1823.58,1850.0,1759.04,1776.08
2021-03-20 01:59:59.999,1775.92,1840.61,1733.47,1809.1
2021-03-21 01:59:59.999,1809.01,1868.83,1800.86,1806.1
2021-03-22 01:59:59.999,1806.57,1817.16,1747.0,1782.98
2021-03-23 01:59:59.999,1783.23,1807.51,1655.15,1680.97
2021-03-24 01:59:59.999,1681.17,1721.17,1650.0,1668.08
2021-03-25 01:59:59.999,1668.2,1740.86,1536.92,1581.84
2021-03-26 01:59:59.999,1581.88,1622.0,1549.4,1585.74
2021-03-27 01:59:59.999,1585.83,1699.93,1585.79,1698.84
2021-03-28 01:59:59.999,1698.84,1732.67,1666.41,1712.63
2021-03-29 02:59:59.999,1712.52,1725.66,1661.4,1687.01
2021-03-30 02:59:59.999,1687.16,1841.0,1677.85,1816.74
2021-03-31 02:59:59.999,1816.76,1859.13,1786.3,1840.46
2021-04-01 02:59:59.999,1840.41,1947.29,1768.15,1919.37
2021-04-02 02:59:59.999,1919.37,1984.77,1885.02,1968.05
2021-04-03 02:59:59.999,1968.05,2146.0,1948.48,2133.69
2021-04-04 02:59:59.999,2133.69,2138.12,1996.3,2008.52
2021-04-05 02:59:59.999,2008.59,2091.83,1975.24,2075.69
2021-04-06 02:59:59.999,2075.7,2130.64,2002.15,2107.38
2021-04-07 02:59:59.999,2107.43,2151.0,2044.65,2112.21
2021-04-08 02:59:59.999,2112.22,2129.01,1930.01,1963.47
2021-04-09 02:59:59.999,1963.46,2084.61,1947.35,2080.46
2021-04-10 02:59:59.999,2080.39,2100.0,2047.57,2066.87
2021-04-11 02:59:59.999,2067.19,2200.0,2058.0,2133.49
2021-04-12 02:59:59.999,2133.49,2165.02,2113.4,2151.36
2021-04-13 02:59:59.999,2151.42,2203.46,2102.0,2137.69
2021-04-14 02:59:59.999,2137.86,2318.0,2135.53,2299.19
2021-04-15 02:59:59.999,2299.19,2447.29,2281.33,2432.6
2021-04-16 02:59:59.999,2432.59,2543.47,2400.0,2514.04
2021-04-17 02:59:59.999,2514.04,2548.29,2300.0,2422.67
2021-04-18 02:59:59.999,2422.38,2495.0,2310.0,2317.6
2021-04-19 02:59:59.999,2317.65,2340.0,1946.8,2235.64
2021-04-20 02:59:59.999,2235.65,2300.0,2080.0,2161.12
2021-04-21 02:59:59.999,2161.12,2346.62,2055.0,2330.03
2021-04-22 02:59:59.999,2330.26,2469.54,2235.16,2357.06
2021-04-23 02:59:59.999,2357.06,2644.47,2303.44,2397.94
2021-04-24 02:59:59.999,2397.94,2442.89,2107.0,2367.39
2021-04-25 02:59:59.999,2367.39,2368.74,2154.8,2213.35
2021-04-26 02:59:59.999,2214.08,2356.64,2168.0,2320.49
2021-04-27 02:59:59.999,2320.44,2542.8,2303.64,2532.6
2021-04-28 02:59:59.999,2532.06,2680.0,2480.29,2666.13
2021-04-29 02:59:59.999,2666.13,2760.0,2559.44,2748.24
2021-04-30 02:59:59.999,2748.23,2798.0,2668.0,2757.04
2021-05-01 02:59:59.999,2757.04,2798.3,2723.09,2772.42
2021-05-02 02:59:59.999,2772.42,2954.28,2743.41,2944.77
2021-05-03 02:59:59.999,2944.83,2985.0,2852.26,2949.56
2021-05-04 02:59:59.999,2949.33,3454.0,2949.32,3431.04
2021-05-05 02:59:59.999,3431.04,3527.0,3160.0,3239.01
2021-05-06 02:59:59.999,3239.01,3549.34,3200.23,3524.26
2021-05-07 02:59:59.999,3524.33,3605.4,3376.47,3489.73
2021-05-08 02:59:59.999,3489.74,3587.0,3353.23,3479.53
2021-05-09 02:59:59.999,3479.79,3958.33,3449.27,3910.26
2021-05-10 02:59:59.999,3910.26,3983.65,3726.08,3923.95
2021-05-11 02:59:59.999,3923.95,4208.0,3650.0,3945.88
2021-05-12 02:59:59.999,3946.63,4180.22,3771.64,4173.45
2021-05-13 02:59:59.999,4173.46,4372.72,3701.58,3823.21
2021-05-14 02:59:59.999,3810.15,4034.77,3500.0,3717.91
2021-05-15 02:59:59.999,3717.92,4173.28,3691.35,4075.01
2021-05-16 02:59:59.999,4075.02,4134.05,3632.0,3646.68
2021-05-17 02:59:59.999,3646.24,3879.0,3343.06,3582.1
2021-05-18 02:59:59.999,3581.81,3587.06,3102.0,3282.51
2021-05-19 02:59:59.999,3282.25,3565.71,3240.0,3375.07
2021-05-20 02:59:59.999,3375.08,3441.73,1888.0,2438.92
2021-05-21 02:59:59.999,2438.92,2990.05,2155.0,2768.62
2021-05-22 02:59:59.999,2767.87,2938.54,2101.0,2430.98
2021-05-23 02:59:59.999,2430.98,2485.0,2145.0,2294.87
2021-05-24 02:59:59.999,2295.45,2381.57,1728.74,2096.39
2021-05-25 02:59:59.999,2096.63,2675.0,2079.94,2648.43
2021-05-26 02:59:59.999,2647.92,2750.0,2378.54,2705.11
2021-05-27 02:59:59.999,2705.1,2910.0,2643.0,2884.94
2021-05-28 02:59:59.999,2884.82,2889.74,2633.68,2742.23
2021-05-29 02:59:59.999,2742.23,2762.45,2327.38,2412.1
2021-05-30 02:59:59.999,2412.34,2574.27,2204.1,2278.74
2021-05-31 02:59:59.999,2278.74,2476.42,2180.53,2385.98
2021-06-01 02:59:59.999,2385.82,2720.0,2271.44,2706.15
2021-06-02 02:59:59.999,2706.15,2740.0,2523.74,2634.57
2021-06-03 02:59:59.999,2634.31,2802.99,2550.0,2706.22
2021-06-04 02:59:59.999,2706.21,2891.95,2662.4,2857.25
2021-06-05 02:59:59.999,2857.25,2860.0,2552.0,2689.51
2021-06-06 02:59:59.999,2689.54,2816.87,2552.23,2627.73
2021-06-07 02:59:59.999,2627.63,2745.0,2614.0,2711.92
2021-06-08 02:59:59.999,2711.92,2847.55,2570.0,2592.05
2021-06-09 02:59:59.999,2592.05,2620.99,2304.91,2507.23
2021-06-10 02:59:59.999,2507.43,2626.63,2405.28,2610.18
2021-06-11 02:59:59.999,2610.2,2624.46,2425.11,2471.09
2021-06-12 02:59:59.999,2471.01,2497.99,2321.37,2354.01
2021-06-13 02:59:59.999,2354.09,2454.53,2256.22,2370.74
2021-06-14 02:59:59.999,2370.64,2548.41,2308.41,2509.33
2021-06-15 02:59:59.999,2509.33,2609.17,2461.0,2580.77
2021-06-16 02:59:59.999,2580.58,2640.0,2507.7,2543.54
2021-06-17 02:59:59.999,2543.55,2556.19,2351.18,2367.89
2021-06-18 02:59:59.999,2368.02,2460.5,2306.0,2373.28
2021-06-19 02:59:59.999,2373.28,2378.0,2139.0,2234.09
2021-06-20 02:59:59.999,2234.09,2278.82,2161.67,2164.67
2021-06-21 02:59:59.999,2165.34,2280.01,2040.68,2243.47
2021-06-22 02:59:59.999,2243.49,2260.16,1865.54,1885.49
2021-06-23 02:59:59.999,1885.27,1998.0,1700.48,1879.28
2021-06-24 02:59:59.999,1879.29,2045.0,1821.95,1968.14
2021-06-25 02:59:59.999,1967.95,2036.61,1884.79,1989.52
2021-06-26 02:59:59.999,1989.53,2019.99,1791.22,1808.82
2021-06-27 02:59:59.999,1808.97,1852.8,1717.32,1829.64
2021-06-28 02:59:59.999,1829.84,1984.5,1804.26,1982.28
2021-06-29 02:59:59.999,1982.27,2145.0,1960.52,2084.41
2021-06-30 02:59:59.999,2084.42,2245.0,2073.57,2165.33
2021-07-01 02:59:59.999,2165.46,2287.78,2087.99,2275.68
2021-07-02 02:59:59.999,2275.68,2275.93,2073.12,2106.41
2021-07-03 02:59:59.999,2106.41,2160.0,2018.5,2154.13
2021-07-04 02:59:59.999,2153.95,2240.0,2112.01,2226.99
2021-07-05 02:59:59.999,2226.99,2389.93,2189.58,2322.69
2021-07-06 02:59:59.999,2322.69,2324.64,2157.32,2196.53
2021-07-07 02:59:59.999,2196.85,2350.0,2193.0,2322.5
2021-07-08 02:59:59.999,2322.51,2409.0,2291.9,2316.57
2021-07-09 02:59:59.999,2316.25,2325.6,2084.79,2116.33
2021-07-10 02:59:59.999,2116.32,2189.4,2046.51,2146.99
2021-07-11 02:59:59.999,2146.99,2194.82,2074.16,2110.69
2021-07-12 02:59:59.999,2110.68,2174.0,2081.02,2140.45
2021-07-13 02:59:59.999,2140.54,2167.83,2006.68,2031.58
2021-07-14 02:59:59.999,2031.57,2047.35,1918.0,1940.15
2021-07-15 02:59:59.999,1940.44,2019.18,1865.0,1994.58
2021-07-16 02:59:59.999,1994.41,2042.88,1881.0,1919.51
2021-07-17 02:59:59.999,1919.54,1965.0,1850.0,1876.26
2021-07-18 02:59:59.999,1876.47,1919.19,1844.45,1899.59
2021-07-19 02:59:59.999,1899.5,1993.79,1877.1,1891.64
2021-07-20 02:59:59.999,1891.65,1919.0,1805.0,1818.73
2021-07-21 02:59:59.999,1818.73,1841.34,1706.0,1786.03
2021-07-22 02:59:59.999,1786.03,2035.23,1747.55,1995.5
2021-07-23 02:59:59.999,1995.5,2046.0,1947.62,2024.56
2021-07-24 02:59:59.999,2024.27,2130.9,1993.22,2124.25
2021-07-25 02:59:59.999,2124.26,2199.5,2105.58,2184.75
2021-07-26 02:59:59.999,2184.9,2197.41,2105.93,2189.79
2021-07-27 02:59:59.999,2189.82,2433.65,2171.57,2228.08
2021-07-28 02:59:59.999,2227.81,2319.26,2150.5,2299.49
2021-07-29 02:59:59.999,2299.47,2345.0,2243.15,2300.9
2021-07-30 02:59:59.999,2300.9,2400.0,2266.12,2382.92
2021-07-31 02:59:59.999,2382.93,2471.7,2315.92,2461.81
2021-08-01 02:59:59.999,2461.77,2553.86,2420.68,2531.05
2021-08-02 02:59:59.999,2531.1,2697.61,2511.24,2555.69
2021-08-03 02:59:59.999,2555.5,2666.0,2507.0,2606.93
2021-08-04 02:59:59.999,2606.92,2632.44,2442.32,2509.04
2021-08-05 02:59:59.999,2508.51,2772.71,2457.68,2724.78
2021-08-06 02:59:59.999,2724.55,2843.98,2529.91,2826.99
2021-08-07 02:59:59.999,2827.01,2946.75,2720.06,2891.58
2021-08-08 02:59:59.999,2891.54,3171.0,2865.5,3160.31
2021-08-09 02:59:59.999,3160.48,3189.99,2949.03,3011.85
2021-08-10 02:59:59.999,3011.84,3186.0,2893.23,3160.52
2021-08-11 02:59:59.999,3160.51,3233.0,3051.22,3141.66
2021-08-12 02:59:59.999,3141.14,3274.0,3120.27,3160.5
2021-08-13 02:59:59.999,3160.4,3239.0,2979.29,3045.96
2021-08-14 02:59:59.999,3046.11,3327.83,3033.8,3322.32
2021-08-15 02:59:59.999,3322.33,3330.98,3200.0,3263.16
2021-08-16 02:59:59.999,3263.16,3320.0,3111.13,3307.09
2021-08-17 02:59:59.999,3307.35,3335.0,3135.22,3146.53
2021-08-18 02:59:59.999,3147.18,3290.0,2991.89,3011.72
2021-08-19 02:59:59.999,3011.73,3125.81,2950.0,3014.55
2021-08-20 02:59:59.999,3014.18,3188.0,2958.33,3184.12
2021-08-21 02:59:59.999,3184.11,3300.0,3177.16,3284.82
2021-08-22 02:59:59.999,3284.81,3309.16,3207.0,3223.43
2021-08-23 02:59:59.999,3223.36,3272.0,3126.42,3238.0
2021-08-24 02:59:59.999,3238.0,3377.89,3230.02,3321.28
2021-08-25 02:59:59.999,3321.28,3357.85,3147.31,3170.62
2021-08-26 02:59:59.999,3170.63,3248.0,3080.0,3226.87
2021-08-27 02:59:59.999,3226.88,3250.0,3053.3,3093.2
2021-08-28 02:59:59.999,3093.06,3280.0,3060.18,3273.45
2021-08-29 02:59:59.999,3273.89,3287.0,3210.31,3244.48
2021-08-30 02:59:59.999,3244.75,3285.0,3152.34,3223.47
2021-08-31 02:59:59.999,3223.47,3347.95,3143.0,3229.64
2021-09-01 02:59:59.999,3229.14,3476.0,3188.77,3429.2
2021-09-02 02:59:59.999,3429.19,3842.0,3382.22,3826.82
2021-09-03 02:59:59.999,3826.82,3836.8,3717.04,3785.82
2021-09-04 02:59:59.999,3785.82,4027.88,3705.05,3938.11
2021-09-05 02:59:59.999,3938.11,3970.0,3832.5,3885.52
2021-09-06 02:59:59.999,3885.61,3980.0,3830.0,3950.29
2021-09-07 02:59:59.999,3950.28,3970.0,3864.3,3926.77
2021-09-08 02:59:59.999,3926.67,3947.15,3005.0,3435.73
